"category","register","size","datatype","description_en","description_de","ha_sensor_name","unit","min_max","display_code","scaling_factor","source","rw_spec","rw_implemented"
"Zones - Measurements","6148","1","bool","Zone 9 pump","Heizkreis 9 Pumpe","zone9_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","6149","1","bool","Zone 9 flow measurement","Heizkreis 9 Vorlaufmessung","zone9_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","6220","1","int16","Zone 11 flow temperature","Heizkreis 11 Vorlauftemperatur","zone11_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","6221","1","uint16","Zone 11 flow setpoint","Heizkreis 11 Temperatursollwert","zone11_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","6222","1","int16","Zone 11 room setpoint","Heizkreis 11 Raumtemperatursollwert","zone11_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","6223","1","int16","Zone 11 outdoor temperature","Heizkreis 11 Außentemperatur","zone11_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","6224","1","int16","Zone 11 room temperature","Heizkreis 11 Raumtemperatur","zone11_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","6225","1","int16","Zone 11 room temperature measured","Heizkreis 11 Raumtemperatur gemessen","zone11_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","6226","1","bool","Zone 11 heat demand","Heizkreis 11 Wärmeanforderung","zone11_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","6229","1","uint16","Zone 11 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 11 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone11_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","6232","1","bool","Zone 11 mixing valve opening","Heizkreis 11 Mischventil öffnend","zone11_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","6233","1","bool","Zone 11 swimming pool pump","Heizkreis 11 Schwimmbadpumpe","zone11_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","6234","1","bool","Zone 11 electrical backup output","Heizkreis 11 Elektro-Backup Ausgang","zone11_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","6235","2","uint32","Zone 11 pump hours","Heizkreis 11 Pumpenbetriebsstunden","zone11_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","6237","2","uint32","Zone 11 pump starts","Heizkreis 11 Pumpenstarts","zone11_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","6272","1","uint16","Zone 12 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 12 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone12_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","6273","1","uint16","Zone 12 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 12 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone12_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","6277","1","uint16","Zone 12 device type","Heizkreis 12 Gerätetyp","zone12_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","6280","1","uint16","Zone 12 fixed flow setpoint","Heizkreis 12 Vorlaufsollwert (fest)","zone12_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","6281","1","uint16","Zone 12 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 12 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone12_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","6282","1","uint16","Zone 12 comfort setpoint 1","Heizkreis 12 Komfortsollwert 1","zone12_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6283","1","uint16","Zone 12 comfort setpoint 2","Heizkreis 12 Komfortsollwert 2","zone12_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6284","1","uint16","Zone 12 comfort setpoint 3","Heizkreis 12 Komfortsollwert 3","zone12_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6285","1","uint16","Zone 12 comfort setpoint 4","Heizkreis 12 Komfortsollwert 4","zone12_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6286","1","uint16","Zone 12 comfort setpoint 5","Heizkreis 12 Komfortsollwert 5","zone12_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6287","1","uint16","Zone 12 night setback","Heizkreis 12 Nachtabsenkung","zone12_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","6288","1","uint16","Zone 12 cooling setpoint 1","Heizkreis 12 Kühlsollwert 1","zone12_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6289","1","uint16","Zone 12 cooling setpoint 2","Heizkreis 12 Kühlsollwert 2","zone12_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6290","1","uint16","Zone 12 cooling setpoint 3","Heizkreis 12 Kühlsollwert 3","zone12_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6291","1","uint16","Zone 12 cooling setpoint 4","Heizkreis 12 Kühlsollwert 4","zone12_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6292","1","uint16","Zone 12 cooling setpoint 5","Heizkreis 12 Kühlsollwert 5","zone12_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6293","1","uint16","Zone 12 cooling night setback","Heizkreis 12 Kühlung Nachtabsenkung","zone12_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","6294","1","uint16","Zone 12 holiday setpoint","Heizkreis 12 Feriensollwert","zone12_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","6295","1","uint16","Zone 12 temporary setpoint","Heizkreis 12 Temporärer Sollwert","zone12_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","6296","1","uint16","Zone 12 room setpoint (manual)","Heizkreis 12 Raumsollwert (manuell)","zone12_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","6297","1","uint16","Zone 12 DHW comfort setpoint","Heizkreis 12 TWW Komfortsollwert","zone12_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6298","1","uint16","Zone 12 DHW reduced setpoint","Heizkreis 12 TWW Reduzierter Sollwert","zone12_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6299","1","uint16","Zone 12 DHW holiday setpoint","Heizkreis 12 TWW Feriensollwert","zone12_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6300","1","uint16","Zone 12 DHW anti-legionella setpoint","Heizkreis 12 TWW Anti-Legionellen-Sollwert","zone12_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","6301","1","uint16","Zone 12 swimming pool setpoint","Heizkreis 12 Schwimmbad-Sollwert","zone12_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6302","1","uint16","Zone 12 process heat setpoint","Heizkreis 12 Prozesswärme-Sollwert","zone12_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","6303","1","uint16","Zone 12 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 12 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone12_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","6304","1","uint16","Zone 12 max flow setpoint","Heizkreis 12 Max. Vorlaufsollwert","zone12_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","6305","1","uint16","Zone 12 cooling mixing circuit setpoint","Heizkreis 12 Kühlsollwert Mischkreis","zone12_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6306","1","uint16","Zone 12 heating curve gradient","Heizkreis 12 Heizkurve Steilheit","zone12_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","6307","1","uint16","Zone 12 heating curve footpoint","Heizkreis 12 Heizkurve Fußpunkt","zone12_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","6308","1","uint16","Zone 12 heating curve footpoint night","Heizkreis 12 Heizkurve Fußpunkt Nacht","zone12_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","6309","1","uint16","Zone 12 max preheat time","Heizkreis 12 Max. Vorheizzeit","zone12_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","6310","1","uint16","Zone 12 mixing valve shift","Heizkreis 12 Mischventil Verschiebung","zone12_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","6311","1","uint16","Zone 12 mixing valve bandwidth","Heizkreis 12 Mischventil Bandbreite","zone12_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","6312","1","uint16","Zone 12 DHW hysteresis","Heizkreis 12 TWW Hysterese","zone12_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6313","1","uint16","Zone 12 DHW calorifier offset","Heizkreis 12 TWW Speicher Verschiebung","zone12_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6314","1","uint16","Zone 12 DHW calorifier setpoint raise","Heizkreis 12 TWW Speicher Sollwertanhebung","zone12_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6315","1","uint16","Zone 12 process heat hysteresis","Heizkreis 12 Prozesswärme Hysterese","zone12_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","6316","1","uint16","Zone 12 process heat offset","Heizkreis 12 Prozesswärme Verschiebung","zone12_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","6317","1","uint16","Zone 12 process heat calorifier raise","Heizkreis 12 Prozesswärme Sollwertanhebung","zone12_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","6318","1","uint16","Zone 12 DHW calorifier hysteresis","Heizkreis 12 TWW Speicher Hysterese","zone12_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","6319","1","uint16","Zone 12 pump post-run","Heizkreis 12 Pumpennachlauf","zone12_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","6320","1","uint16","Zone 12 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 12 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone12_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","6657","1","uint16","Zone 10 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 10 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone10_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","6658","1","uint16","Zone 10 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 10 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone10_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","6660","1","bool","Zone 10 pump","Heizkreis 10 Pumpe","zone10_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","6661","1","bool","Zone 10 flow measurement","Heizkreis 10 Vorlaufmessung","zone10_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","6732","1","int16","Zone 12 flow temperature","Heizkreis 12 Vorlauftemperatur","zone12_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","6733","1","uint16","Zone 12 flow setpoint","Heizkreis 12 Temperatursollwert","zone12_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","6734","1","int16","Zone 12 room setpoint","Heizkreis 12 Raumtemperatursollwert","zone12_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","6735","1","int16","Zone 12 outdoor temperature","Heizkreis 12 Außentemperatur","zone12_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","6736","1","int16","Zone 12 room temperature","Heizkreis 12 Raumtemperatur","zone12_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","6737","1","int16","Zone 12 room temperature measured","Heizkreis 12 Raumtemperatur gemessen","zone12_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","6738","1","bool","Zone 12 heat demand","Heizkreis 12 Wärmeanforderung","zone12_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","6741","1","uint16","Zone 12 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 12 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone12_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","6744","1","bool","Zone 12 mixing valve opening","Heizkreis 12 Mischventil öffnend","zone12_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","6745","1","bool","Zone 12 swimming pool pump","Heizkreis 12 Schwimmbadpumpe","zone12_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","6746","1","bool","Zone 12 electrical backup output","Heizkreis 12 Elektro-Backup Ausgang","zone12_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","6747","2","uint32","Zone 12 pump hours","Heizkreis 12 Pumpenbetriebsstunden","zone12_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","6749","2","uint32","Zone 12 pump starts","Heizkreis 12 Pumpenstarts","zone12_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Cascade","7101","1","int16","Cascade flow temperature","Kaskade Vorlauftemperatur","cascade_flow_temperature","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Cascade","7163","1","int16","Cascade return temperature","Kaskade Rücklauftemperatur","cascade_return_temperature","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","7169","1","uint16","Zone 11 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 11 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone11_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","7170","1","uint16","Zone 11 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 11 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone11_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","7172","1","bool","Zone 11 pump","Heizkreis 11 Pumpe","zone11_pump","","0-1","","","GTW-08 spec","R","R"
